text,label
remove record email to emma@example.com,write
Promote the branch assigned to Grace,write
lemme see employee email john@example.com,read
WHAT'S YOUR FAVORITE DATABASE? HOW ARE YOU?,casual
Rename the subscription belonging to Emma because the spelling is incorrect.,write
create another order like this,write
that makes sense,casual
good morning what can you do please,casual
Assign the project to Sophia and notify the manager afterwards.,write
Bye,casual
Move David's manager,write
Could you tell me how many payments are currently active?,read
Check every machine updated this week,read
that's funny what do you mean?,casual
can u remove record duplicate,write
Create another order using the same information as the previous one.,write
Modify duplicate shipments,write
that's funny please,casual
You're helpful How are you?,casual
👀,casual
Please archive every inactive project before the end of the day.,write
Move this invoice to another department and keep all associated history.,write
go ahead,write
drop orders status to verified,write
CAN YOU REMOVE ROW WHERE AGE IS 65,write
what is sql are you an ai,casual
restore the deleted customer,write
Bye,casual
show the rest,read
How many suppliers belong to Daniel? please,read
can you count payment,read
Please Update all members marked cancelled,write
Please Create all employees marked active,write
please drop subscriptions email to olivia@example.com!,write
Add all employees marked inactive,write
good evening,casual
SUP,casual
Good morning,casual
I'm just experimenting 😊,casual
that makes sense,casual
do we still have payment for Liam?,read
i need to see ticket from last week,read
Replace the outdated information in this account with the latest details.,write
pls update row email john@example.com,write
sup!,casual
idk plz,casual
Correct every asset marked pending,write
Display transactions created this year,read
get payment pending pls,read
Could you check if there are duplicate accounts in the system?,read
This interface looks clean How are you?,casual
I need a complete list of archived invoices because we're reviewing old data.,read
Could you please revise every asset marked closed,write
Is there any team waiting for approval?,read
Find duplicate branchs please,read
List customers where status is archived,read
Could you check if there are duplicate assets in the system?,read
did Bob get updated? please,read
Review inventory assigned to Mason,read
teach me joins,casual
I've been learning databases lately 😊,casual
where is product from yesterday,read
I was reading about SQL today what do you think?,casual
hi please,casual
merge these project,write
I need every inventory whose status is rejected please,read
I need subscriptions with id 75 please,read
got any sub email john@example.com,read
Please show only the projects that were updated today.,read
what happened to Emma?,read
display row email john@example.com,read
can you retrieve subscription who signed up recently,read
Evening,casual
Rename ownership of the contract to Charlotte,write
delete the duplicate payment,write
can u pull cust named john pls,read
👀,casual
need to duplicate account id 8735,write
Create another device using the same information as the previous one.,write
go update employee bob,write
make payment where age is 24,write
please assign report to John,write
Verify campaign with reference 2339,read
how are you how are you!,casual
Replace the outdated information in this invoice with the latest details.,write
Deactivate every expired asset immediately.,write
please copy this report,write
Erase the session assigned to Grace,write
Could you assign every vendor marked inactive,write
bro,casual
Transfer warehouse #4637,write
😊,casual
are you an ai please,casual
Review device assigned to Daniel,read
Please search every device updated this week,read
Please show only the orders that were updated today.,read
where is emp id 7583 pls,read
Please Update order price to 1765,write
archive the previous invoice,write
Assign the customer to David and notify the manager afterwards.,write
display product created today,read
set user duplicate,write
need product paid pls,read
i need to see record created today,read
lemme see invoice from yesterday pls,read
🤔,casual
