text,label
Find duplicate contracts,read
please can you insert users email to mia@example.com!,write
How many duplicate shipments,read
List duplicate clients,read
hi,casual
Could you restore team budget to 49330,write
shwo subscription with status = active,read
namaste please,casual
Rename the invoice belonging to Olivia because the spelling is incorrect.,write
I need every asset whose status is active,read
need to copy employee alice,write
Assign the customer to Emma and notify the manager afterwards.,write
Merge the department into another department,write
I was reading about SQL today have a nice day.,casual
what happened to order #5905?,read
Search for Liam's employee,read
Demote duplicate leads,write
bruh,casual
Create another shipment using the same information as the previous one.,write
merge these account,write
😊 what can you do,casual
good afternoon,casual
Open warehouse assigned to Zoe,read
Could you demote the device into another department,write
Which all shipments please,read
Deactivate payment price to 3855,write
anything else?,read
Restore the subscription with id 7058,write
Create another invoice using the same information as the previous one.,write
Retrieve rows with id 6538,read
please remove orders email to alex@example.com,write
Add duplicate records,write
please change report status to active,write
Hope you're having a good day I'm still learning.,casual
I need every session whose status is rejected please,read
apply the changes,write
Hope you're having a good day what do you think?,casual
I need every project whose status is active please,read
can you explain that,casual
PLEASE INSERT ORDERS WHERE AGE IS 36!,write
ty ??,casual
I'd like to see employees with id 1811,read
display records named noah please,read
Rename the account belonging to David because the spelling is incorrect.,write
Show me profiles with id 4415,read
restore product status to processing!,write
count shipment created today,read
can i see the latest Bob? please,read
display usr older than 30 days,read
tell me more,casual
Edit the product with id 414,write
do the same for invoice,write
Rename the customer belonging to Liam because the spelling is incorrect.,write
Could you check if there are duplicate accounts in the system?,read
I was reading about SQL today that's all for now.,casual
delete employee alice,write
please can you insert employee named mike!,write
destroy user please,write
good mornng,casual
Assign the payment to Emma and notify the manager afterwards.,write
good evning,casual
Add the customer named Emily,write
Would you retrieve inventory assigned to Grace,read
please archive the previous user,write
are you an ai are you an ai!,casual
How many branchs belong to Daniel?,read
I was reading about SQL today thanks!,casual
got any inv pending,read
what is sql please,casual
Look up branch assigned to Daniel please,read
Cool,casual
I'm looking for the oldest project in the database.,read
copy this user,write
Find duplicate contracts,read
Transfer Grace's status,write
can u pull employee from yesterday,read
Assign the employee to Lucas and notify the manager afterwards.,write
Archive machine budget to 42841,write
Append a brand new campaign,write
delete payment bob,write
count tickets with price > 1895,read
modify orders where age is 71,write
bye,casual
pls rename product status inactive,write
tell me about tickets please,read
Restore duplicate payments,write
Hola,casual
show only archived subscription #9011 please,read
nice,casual
assign invoice to John,write
do we still have order for Emma?,read
That's interesting I'm still learning.,casual
I need duplicate records,read
make products email to mia@example.com,write
Could you promote team #9280,write
Hello,casual
copy this ticket,write
Could you check if there are duplicate tickets in the system?,read
Insert Charlotte's manager,write
Please search branch with reference 3518,read
Namaste Can you help me?,casual
Deactivate the ticket with id 9565,write
search for order created today,read
need to update product old one,write
please create another user like this,write
find customer where id is 561 please,read
please can you insert logs named noah,write
Merge document budget to 48177,write
cool please,casual
copy this user,write
Synchronize device #2012,write
Synchronize the task assigned to Mason,write
search for subscription,read
Check location assigned to Harper please,read
